~country~region~n_int_fac~n_int_stu~n_stu~n_fac~title~rank_display~wiki_name
KU Leuven~Belgium~Europe~784.0~6926.0~45538.0~2515.0~KU Leuven~=71~KU Leuven
Keio University CEMS MIM~Japan~Asia~261.0~2178.0~33500.0~3905.0~Keio University CEMS MIM~=192~Global Alliance in Management Education
King Fahd University of Petroleum & Minerals~Saudi Arabia~Asia~665.0~989.0~6040.0~1062.0~King Fahd University of Petroleum & Minerals~=173~King Fahd University of Petroleum and Minerals
King's College London~United Kingdom~Europe~1513.0~9451.0~23780.0~3650.0~King's College London~=23~King's College London
Korea University~South Korea~Asia~339.0~3638.0~25892.0~3745.0~Korea University~=90~Korea University
Kyoto University~Japan~Asia~293.0~1990.0~22974.0~4060.0~Kyoto University~=36~Kyoto University
Kyushu University~Japan~Asia~246.0~1787.0~18660.0~2858.0~Kyushu University~128~Kyushu University
Lancaster University~United Kingdom~Europe~435.0~4464.0~12300.0~1245.0~Lancaster University~=135~Lancaster University
Leiden University~Netherlands~Europe~581.0~3488.0~26513.0~2324.0~Leiden University~=109~Leiden University
Lomonosov Moscow State University~Russia~Europe~373.0~5098.0~30233.0~6709.0~Lomonosov Moscow State University~=95~Moscow State University
London School of Economics and Political Science (LSE)~United Kingdom~Europe~687.0~6748.0~9760.0~1088.0~London School of Economics and Political Science (LSE)~35~London School of Economics
Ludwig-Maximilians-Universität München~Germany~Europe~674.0~5084.0~35055.0~3274.0~Ludwig-Maximilians-Universität München~66~Ludwig Maximilian University of Munich
Lund University~Sweden~Europe~1002.0~6408.0~27786.0~3031.0~Lund University~=78~Lund University
Maastricht University~Netherlands~Europe~502.0~8234.0~16385.0~1277.0~Maastricht University~200~Maastricht University
Massachusetts Institute of Technology (MIT)~United States~North America~1679.0~3717.0~11067.0~2982.0~Massachusetts Institute of Technology (MIT)~1~Massachusetts Institute of Technology
McGill University~Canada~North America~1220.0~9540.0~28837.0~3646.0~McGill University~32~McGill University
McMaster University~Canada~North America~1170.0~3548.0~23702.0~3231.0~McMaster University~140~McMaster University
Michigan State University~United States~North America~653.0~7427.0~44951.0~2884.0~Michigan State University~=149~Michigan State University
Monash University~Australia~Oceania~1679.0~20578.0~57433.0~3204.0~Monash University~60~Monash University
Nagoya University~Japan~Asia~206.0~1547.0~15838.0~2665.0~Nagoya University~=116~Nagoya University
Nanjing University~China~Asia~617.0~2960.0~32495.0~2449.0~Nanjing University~=114~Nanjing University
Nanyang Technological University, Singapore (NTU)~Singapore~Asia~2993.0~7251.0~25738.0~4338.0~Nanyang Technological University, Singapore (NTU)~11~Nanyang Technological University
National Taiwan University (NTU)~Taiwan~Asia~220.0~3152.0~32195.0~2807.0~National Taiwan University (NTU)~=76~National Taiwan University
National Tsing Hua University~Taiwan~Asia~119.0~1187.0~13890.0~1020.0~National Tsing Hua University~=161~National Tsing Hua University
National University of Singapore (NUS)~Singapore~Asia~3086.0~8917.0~32728.0~5106.0~National University of Singapore (NUS)~15~National University of Singapore
New York University (NYU)~United States~North America~0.0~0.0~0.0~0.0~New York University (NYU)~52~New York University School of Law
Newcastle University~United Kingdom~Europe~835.0~5717.0~21673.0~2428.0~Newcastle University~=161~Newcastle University
Northwestern University~United States~North America~1141.0~3422.0~18675.0~4231.0~Northwestern University~=28~Northwestern University
Osaka University~Japan~Asia~296.0~2106.0~22760.0~2814.0~Osaka University~63~Osaka University
Peking University~China~Asia~1038.0~7090.0~42136.0~5185.0~Peking University~=38~Peking University
Pennsylvania State University~United States~North America~211.0~7081.0~45612.0~3509.0~Pennsylvania State University~=93~Pennsylvania State University
Pohang University of Science And Technology (POSTECH)~South Korea~Asia~113.0~126.0~3117.0~664.0~Pohang University of Science And Technology (POSTECH)~=71~Pohang University of Science and Technology
Politecnico di Milano~Italy~Europe~231.0~5593.0~36277.0~1500.0~Politecnico di Milano~170~Polytechnic University of Milan
Pontificia Universidad Católica de Chile (UC)~Chile~Latin America~198.0~991.0~27003.0~2260.0~Pontificia Universidad Católica de Chile (UC)~=137~Pontifical Catholic University of Chile
Princeton University~United States~North America~246.0~1793.0~8069.0~1007.0~Princeton University~13~Princeton University
Purdue University~United States~North America~1334.0~8787.0~38143.0~3247.0~Purdue University~105~Purdue University
Queen Mary University of London~United Kingdom~Europe~801.0~6806.0~16135.0~1885.0~Queen Mary University of London~127~Queen Mary University of London
RWTH Aachen University~Germany~Europe~449.0~8556.0~44517.0~3176.0~RWTH Aachen University~141~RWTH Aachen University
Rice University~United States~North America~316.0~1847.0~6610.0~969.0~Rice University~89~Rice University
Ruprecht-Karls-Universität Heidelberg~Germany~Europe~756.0~5298.0~28852.0~3908.0~Ruprecht-Karls-Universität Heidelberg~68~Heidelberg University
Scuola Normale Superiore di Pisa~Italy~Europe~1.0~48.0~532.0~86.0~Scuola Normale Superiore di Pisa~=192~Scuola Normale Superiore di Pisa
Scuola Superiore Sant'Anna Pisa di Studi Universitari e di Perfezionamento~Italy~Europe~1.0~135.0~789.0~119.0~Scuola Superiore Sant'Anna Pisa di Studi Universitari e di Perfezionamento~=192~Scuola Normale Superiore di Pisa
Seoul National University~South Korea~Asia~433.0~2331.0~28064.0~3930.0~Seoul National University~=36~Seoul National University
Shanghai Jiao Tong University~China~Asia~887.0~2858.0~38931.0~3544.0~Shanghai Jiao Tong University~62~Shanghai Jiao Tong University
Stanford University~United States~North America~2042.0~3611.0~15878.0~4285.0~Stanford University~2~Stanford University
Stockholm University~Sweden~Europe~646.0~2636.0~28281.0~2154.0~Stockholm University~=195~Stockholm University
Sungkyunkwan University (SKKU)~South Korea~Asia~324.0~2818.0~23921.0~3556.0~Sungkyunkwan University (SKKU)~108~Sungkyunkwan University
Technical University of Denmark~Denmark~Europe~966.0~2098.0~8878.0~2117.0~Technical University of Denmark~=116~Technical University of Denmark
Technical University of Munich~Germany~Europe~1174.0~6181.0~38726.0~5850.0~Technical University of Munich~64~Technical University of Munich
Technische Universität Berlin (TU Berlin)~Germany~Europe~377.0~4494.0~22176.0~2562.0~Technische Universität Berlin (TU Berlin)~144~Technical University of Berlin
Texas A&M University~United States~North America~206.0~4900.0~60294.0~3446.0~Texas A&M University~=195~Texas A&M University
The Australian National University~Australia~Oceania~927.0~5551.0~14442.0~1600.0~The Australian National University~20~Australian National University
The Chinese University of Hong Kong (CUHK)~Hong Kong~Asia~1074.0~4824.0~18037.0~2208.0~The Chinese University of Hong Kong (CUHK)~46~Chinese University of Hong Kong
The Hebrew University of Jerusalem~Israel~Asia~454.0~1034.0~16531.0~2249.0~The Hebrew University of Jerusalem~145~Hebrew University of Jerusalem
The Hong Kong Polytechnic University~Hong Kong~Asia~1275.0~5251.0~20972.0~2447.0~The Hong Kong Polytechnic University~=95~Hong Kong Polytechnic University
The Hong Kong University of Science and Technology~Hong Kong~Asia~835.0~2921.0~10375.0~1150.0~The Hong Kong University of Science and Technology~30~Hong Kong University of Science and Technology
The Ohio State University~United States~North America~1696.0~6874.0~43156.0~5911.0~The Ohio State University~86~Ohio State University
The University of Adelaide~Australia~Oceania~633.0~8114.0~21240.0~1729.0~The University of Adelaide~=109~University of Adelaide
The University of Auckland~New Zealand~Oceania~645.0~8568.0~29641.0~2047.0~The University of Auckland~=82~University of Auckland
The University of Edinburgh~United Kingdom~Europe~1553.0~10551.0~28040.0~4075.0~The University of Edinburgh~=23~University of Edinburgh
The University of Exeter~United Kingdom~Europe~597.0~5504.0~20749.0~1756.0~The University of Exeter~=158~University of Exeter
The University of Hong Kong~Hong Kong~Asia~2085.0~8230.0~20214.0~3012.0~The University of Hong Kong~26~University of Hong Kong
The University of Manchester~United Kingdom~Europe~1653.0~13514.0~36670.0~4910.0~The University of Manchester~34~University of Manchester
The University of Melbourne~Australia~Oceania~1477.0~18030.0~42182.0~3311.0~The University of Melbourne~=41~University of Melbourne
The University of New South Wales (UNSW Sydney)~Australia~Oceania~1612.0~14292.0~39784.0~2924.0~The University of New South Wales (UNSW Sydney)~45~University of New South Wales
The University of Nottingham~United Kingdom~Europe~1135.0~7993.0~29165.0~3360.0~The University of Nottingham~=84~University of Nottingham
The University of Queensland~Australia~Oceania~1870.0~10420.0~37497.0~3158.0~The University of Queensland~=47~University of Queensland
The University of Sheffield~United Kingdom~Europe~938.0~8745.0~25430.0~3065.0~The University of Sheffield~=82~University of Sheffield
The University of Sydney~Australia~Oceania~1829.0~17030.0~46678.0~3360.0~The University of Sydney~50~University of Sydney
The University of Tokyo~Japan~Asia~254.0~2639.0~27279.0~4514.0~The University of Tokyo~=28~University of Tokyo
The University of Warwick~United Kingdom~Europe~890.0~7703.0~19855.0~2093.0~The University of Warwick~57~University of Warwick
The University of Western Australia~Australia~Oceania~809.0~4575.0~18531.0~1420.0~The University of Western Australia~=93~University of Western Australia
Tohoku University~Japan~Asia~264.0~1604.0~17827.0~3411.0~Tohoku University~=76~Tohoku University
Tokyo Institute of Technology~Japan~Asia~191.0~1071.0~9832.0~1563.0~Tokyo Institute of Technology~56~Tokyo Institute of Technology
Trinity College Dublin, The University of Dublin~Ireland~Europe~544.0~4311.0~14961.0~1249.0~Trinity College Dublin, The University of Dublin~88~Trinity College, Dublin
Tsinghua University~China~Asia~932.0~4072.0~36300.0~5506.0~Tsinghua University~25~Tsinghua University
UCL~~~~~~~~~University College London
UCL (University College London)~United Kingdom~Europe~2554.0~14854.0~31080.0~6345.0~UCL (University College London)~7~University College London
Universidad Autónoma de Madrid~Spain~Europe~181.0~2976.0~26511.0~2738.0~Universidad Autónoma de Madrid~187~Autonomous University of Madrid
Universidad Nacional Autónoma de México  (UNAM)~Mexico~Latin America~949.0~2173.0~141939.0~15073.0~Universidad Nacional Autónoma de México  (UNAM)~=122~National Autonomous University of Mexico
Universidad de Buenos Aires (UBA)~Argentina~Latin America~3165.0~27109.0~122301.0~16421.0~Universidad de Buenos Aires (UBA)~75~University of Buenos Aires
Universidad de Chile~Chile~Latin America~127.0~2134.0~38848.0~2256.0~Universidad de Chile~201~Club Universidad de Chile
Universidade Estadual de Campinas (Unicamp)~Brazil~Latin America~109.0~966.0~26572.0~1968.0~Universidade Estadual de Campinas (Unicamp)~=182~University of Campinas
Universidade de São Paulo~Brazil~Latin America~279.0~2086.0~65711.0~5582.0~Universidade de São Paulo~121~University of São Paulo
Universitat Autònoma de Barcelona~Spain~Europe~230.0~3848.0~31986.0~2187.0~Universitat Autònoma de Barcelona~=195~Autonomous University of Barcelona
Universitat de Barcelona~Spain~Europe~108.0~6134.0~46002.0~3863.0~Universitat de Barcelona~156~University of Barcelona
Universiti Malaya (UM)~Malaysia~Asia~655.0~3476.0~17902.0~2755.0~Universiti Malaya (UM)~=114~University of Malaya
University College Dublin~Ireland~Europe~627.0~3876.0~19833.0~1604.0~University College Dublin~168~University College Dublin
University of Aberdeen~United Kingdom~Europe~508.0~4246.0~12005.0~1310.0~University of Aberdeen~=158~University of Aberdeen
University of Alberta~Canada~North America~1294.0~8203.0~31765.0~3561.0~University of Alberta~=90~University of Alberta
University of Amsterdam~Netherlands~Europe~707.0~3785.0~25967.0~2600.0~University of Amsterdam~58~University of Amsterdam
University of Basel~Switzerland~Europe~684.0~3441.0~12852.0~1057.0~University of Basel~=149~University of Basel
University of Bath~United Kingdom~Europe~440.0~4213.0~14370.0~1165.0~University of Bath~160~University of Bath
University of Bergen~Norway~Europe~484.0~767.0~10671.0~1513.0~University of Bergen~=164~University of Bergen
University of Bern~Switzerland~Europe~661.0~1618.0~10758.0~1172.0~University of Bern~167~University of Bern
University of Birmingham~United Kingdom~Europe~1028.0~7795.0~28660.0~2962.0~University of Birmingham~=84~University of Birmingham
University of Bristol~United Kingdom~Europe~942.0~5099.0~20630.0~2870.0~University of Bristol~44~University of Bristol
University of British Columbia~Canada~North America~1635.0~11388.0~50350.0~4648.0~University of British Columbia~51~University of British Columbia
University of California, Berkeley (UCB)~United States~North America~1395.0~6086.0~36703.0~3321.0~University of California, Berkeley (UCB)~27~University of California, Berkeley
University of California, Davis~United States~North America~549.0~4529.0~34244.0~3843.0~University of California, Davis~118~University of California, Davis
University of California, Irvine~United States~North America~377.0~8538.0~32151.0~1926.0~University of California, Irvine~=164~University of California, Irvine
University of California, Los Angeles (UCLA)~United States~North America~662.0~6887.0~40114.0~2859.0~University of California, Los Angeles (UCLA)~33~UCLA School of Law
University of California, San Diego (UCSD)~United States~North America~870.0~6644.0~32237.0~3694.0~University of California, San Diego (UCSD)~=38~University of California, San Diego
University of California, Santa Barbara (UCSB)~United States~North America~267.0~2128.0~23149.0~1449.0~University of California, Santa Barbara (UCSB)~134~University of California, Santa Barbara
University of Cambridge~United Kingdom~Europe~2278.0~6699.0~18770.0~5490.0~University of Cambridge~5~University of Cambridge
University of Cape Town~South Africa~Africa~379.0~3325.0~19593.0~1733.0~University of Cape Town~191~University of Cape Town
University of Chicago~United States~North America~635.0~3379.0~13557.0~2449.0~University of Chicago~9~University of Chicago
University of Colorado Boulder~United States~North America~566.0~2679.0~30219.0~3685.0~University of Colorado Boulder~=182~University of Colorado Boulder
University of Copenhagen~Denmark~Europe~2336.0~3683.0~32119.0~7483.0~University of Copenhagen~=73~University of Copenhagen
University of Florida~United States~North America~504.0~4597.0~45485.0~5419.0~University of Florida~178~University of Florida
University of Geneva~Switzerland~Europe~1029.0~6104.0~15844.0~1752.0~University of Geneva~=98~University of Geneva
University of Glasgow~United Kingdom~Europe~956.0~8149.0~23815.0~2775.0~University of Glasgow~65~University of Glasgow
University of Groningen~Netherlands~Europe~1137.0~10780.0~27549.0~3351.0~University of Groningen~113~University of Groningen
University of Göttingen~Germany~Europe~641.0~3736.0~30402.0~3678.0~University of Göttingen~181~University of Göttingen
University of Helsinki~Finland~Europe~535.0~1234.0~22419.0~2645.0~University of Helsinki~=102~University of Helsinki
University of Illinois at Urbana-Champaign~United States~North America~259.0~9483.0~42427.0~2554.0~University of Illinois at Urbana-Champaign~69~University of Illinois at Urbana–Champaign
University of Lausanne~Switzerland~Europe~1031.0~3337.0~13435.0~2173.0~University of Lausanne~146~University of Lausanne
University of Leeds~United Kingdom~Europe~870.0~7534.0~29645.0~3025.0~University of Leeds~101~University of Leeds
University of Liverpool~United Kingdom~Europe~717.0~7502.0~22065.0~2390.0~University of Liverpool~=173~University of Liverpool
University of Maryland, College Park~United States~North America~473.0~4683.0~35504.0~3920.0~University of Maryland, College Park~129~University of Maryland, College Park
University of Michigan~United States~North America~1920.0~7527.0~43147.0~6809.0~University of Michigan~=21~University of Michigan
University of Minnesota~United States~North America~195.0~6542.0~59742.0~4919.0~University of Minnesota~163~University of Minnesota
University of North Carolina, Chapel Hill~United States~North America~524.0~1934.0~25373.0~4083.0~University of North Carolina, Chapel Hill~80~University of North Carolina at Chapel Hill
University of Oslo~Norway~Europe~711.0~3667.0~24304.0~2509.0~University of Oslo~=142~University of Oslo
University of Otago~New Zealand~Oceania~759.0~3871.0~18532.0~1266.0~University of Otago~151~University of Otago
University of Oxford~United Kingdom~Europe~2964.0~7353.0~19720.0~6750.0~University of Oxford~6~University of Oxford
University of Pennsylvania~United States~North America~1383.0~4250.0~20639.0~5499.0~University of Pennsylvania~19~University of Pennsylvania
University of Pittsburgh~United States~North America~572.0~2937.0~26393.0~4982.0~University of Pittsburgh~=142~University of Pittsburgh
University of Reading~United Kingdom~Europe~422.0~4077.0~13330.0~1280.0~University of Reading~=188~University of Reading
University of Rochester~United States~North America~488.0~2805.0~9636.0~2569.0~University of Rochester~186~University of Rochester
University of Science and Technology of China~China~Asia~155.0~548.0~16032.0~1992.0~University of Science and Technology of China~97~University of Science and Technology of China
University of Southampton~United Kingdom~Europe~1017.0~7789.0~23775.0~2820.0~University of Southampton~=102~University of Southampton
University of Southern California~United States~North America~551.0~9170.0~38749.0~3124.0~University of Southern California~132~University of Southern California
University of St Andrews~United Kingdom~Europe~485.0~4030.0~8800.0~1140.0~University of St Andrews~92~University of St Andrews
University of Technology Sydney~Australia~Oceania~546.0~7769.0~24207.0~1328.0~University of Technology Sydney~176~University of Technology Sydney
University of Texas at Austin~United States~North America~108.0~4744.0~47995.0~2833.0~University of Texas at Austin~67~University of Texas at Austin
University of Toronto~Canada~North America~3905.0~21910.0~72207.0~9581.0~University of Toronto~31~University of Toronto
University of Twente~Netherlands~Europe~299.0~2235.0~9332.0~910.0~University of Twente~=179~University of Twente
University of Vienna~Austria~Europe~1400.0~14468.0~45967.0~3411.0~University of Vienna~154~University of Vienna
University of Virginia~United States~North America~487.0~1899.0~21560.0~2509.0~University of Virginia~=173~University of Virginia
University of Washington~United States~North America~550.0~8373.0~56973.0~2484.0~University of Washington~61~University of Washington
University of Waterloo~Canada~North America~473.0~8962.0~35541.0~1689.0~University of Waterloo~152~University of Waterloo
University of Wisconsin-Madison~United States~North America~1151.0~4920.0~38985.0~5722.0~University of Wisconsin-Madison~55~University of Wisconsin–Madison
University of York~United Kingdom~Europe~636.0~3364.0~15999.0~1833.0~University of York~=135~University of York
University of Zurich~Switzerland~Europe~2617.0~5036.0~26065.0~4997.0~University of Zurich~=73~University of Zurich
Université Pierre et Marie Curie (UPMC)~France~Europe~253.0~4213.0~24305.0~2273.0~Université Pierre et Marie Curie (UPMC)~131~Pierre and Marie Curie University
Université catholique de Louvain (UCL)~Belgium~Europe~406.0~4468.0~24277.0~1219.0~Université catholique de Louvain (UCL)~153~Université catholique de Louvain
Université de Montréal~Canada~North America~1037.0~9688.0~39112.0~2961.0~Université de Montréal~130~Université de Montréal
Uppsala University~Sweden~Europe~584.0~5198.0~25371.0~2567.0~Uppsala University~112~Uppsala University
Utrecht University~Netherlands~Europe~653.0~2771.0~31754.0~3067.0~Utrecht University~=109~Utrecht University
Vienna University of Technology~Austria~Europe~172.0~5199.0~17479.0~706.0~Vienna University of Technology~=182~TU Wien
Vrije Universiteit Brussel (VUB)~Belgium~Europe~515.0~1853.0~9284.0~1792.0~Vrije Universiteit Brussel (VUB)~=182~Vrije Universiteit Brussel
Wageningen University~Netherlands~Europe~323.0~3613.0~12695.0~2277.0~Wageningen University~124~Wageningen University and Research Centre
Washington University in St. Louis~United States~North America~784.0~2706.0~13474.0~2699.0~Washington University in St. Louis~100~Washington University in St. Louis
Yale University~United States~North America~1708.0~2469.0~12402.0~4940.0~Yale University~16~Yale University
Yonsei University~South Korea~Asia~290.0~3379.0~25903.0~3621.0~Yonsei University~106~Yonsei University
Zhejiang University~China~Asia~1913.0~4625.0~40869.0~4507.0~Zhejiang University~87~Zhejiang University
École Normale Supérieure de Lyon~France~Europe~91.0~221.0~2020.0~382.0~École Normale Supérieure de Lyon~157~École normale supérieure de Lyon
